37,51,45,79
20,83,62,74
23,37,56,70
22,74,48,79
21,64,87,42
10,68,57,34
21,52,48,59
37,88,45,53
36,97,63,75
35,89,66,65
36,89,63,61
38,64,43,67
20,87,52,77
40,70,50,89
24,21,60,35
36,55,75,66
23,76,71,84
31,56,69,53
36,50,41,82
30,51,52,40
16,65,47,36
13,27,74,52
20,58,69,84
10,58,74,55
28,39,84,45
16,24,88,59
24,58,78,63
39,52,87,68
18,46,64,34
29,23,54,37
36,74,50,55
14,37,83,68
28,25,86,60
25,23,43,31
28,97,44,67
13,34,78,63
10,21,74,35
36,90,63,89
39,95,83,80
24,54,65,85
28,43,55,31
24,67,62,61
23,68,60,90
24,46,75,49
37,54,67,54
39,54,81,60
25,38,81,54
36,94,80,74
15,39,63,38
20,64,89,57
30,56,88,74
21,34,66,65
26,26,72,64
37,60,74,77
26,66,72,35
12,28,64,59
30,55,70,86
30,22,87,70
22,62,69,30
30,22,66,50
14,29,74,51
36,80,40,82
28,68,80,53
38,83,43,68
40,85,69,78
25,39,46,35
25,60,46,58
21,55,80,56
39,90,64,58
25,84,74,78
38,57,90,57
27,23,75,61
39,53,40,88
26,37,84,59
28,20,73,52
29,87,50,64
40,66,47,52
34,84,58,53
30,37,72,47
38,54,72,54
23,52,67,63
37,53,67,68
29,35,88,49
32,93,78,87
10,24,42,33
30,54,76,57
21,56,56,54
28,22,85,60
10,27,67,67
21,55,76,39
27,49,50,30
36,79,83,90
21,90,49,86
36,68,42,51
24,75,43,68
19,66,42,35
16,63,48,40
29,88,77,76
31,97,79,61
19,49,81,64
31,83,71,86
37,54,50,75
32,78,52,59
24,42,40,47
20,94,43,60
26,51,77,51
25,43,66,68
29,91,63,53
22,68,52,66
19,26,40,41
11,70,51,46
12,20,65,59
29,20,84,67
12,41,71,57
27,38,44,47
25,65,59,73
20,38,68,30
26,52,67,63
19,69,67,42
35,95,69,68
29,56,78,40
16,50,90,39
10,33,86,38
24,72,54,81
35,55,70,82
15,20,62,62
38,52,68,65
38,67,70,53
28,37,85,36
14,56,53,57
26,70,59,57
35,58,52,67
22,51,41,39
12,35,79,62
40,81,73,69
15,49,52,42
20,42,75,70
34,98,69,60
13,64,63,53
16,29,57,47
29,89,77,64
27,74,90,55
27,59,71,57
36,65,58,50
28,63,42,61
18,44,88,67
27,54,52,71
23,31,78,67
33,67,89,72
36,96,73,57
23,65,57,69
35,60,79,55
10,36,41,69
34,77,69,69
19,50,83,60
38,56,77,69
24,51,71,53
24,25,48,44
32,53,73,82
37,66,71,68
30,52,47,65
27,66,41,64
37,67,75,50
20,61,58,72
21,82,60,50
20,32,72,42
17,62,76,74
16,49,70,64
16,43,78,63
39,58,85,74
35,96,62,61
32,64,56,88
24,23,72,49
24,60,41,52
27,61,70,64
16,62,46,70
30,44,61,36
28,60,62,51
15,29,44,64
39,95,68,89
16,34,55,61
29,51,48,90
27,40,66,37
18,24,64,69
22,58,42,35
16,32,86,44
22,43,69,58
21,32,58,57
35,82,73,67
12,69,84,62
17,57,80,66
30,64,88,87
16,51,53,47
34,52,69,50
29,56,78,32
24,30,48,61
18,25,55,36
18,26,83,45
26,24,58,53
22,60,41,61
25,83,40,70
19,44,73,70
25,42,51,37
26,80,67,80
14,42,83,67
22,63,78,67
21,100,84,61
34,87,66,59
40,91,58,57
31,53,72,60
22,52,70,63
30,41,40,56
19,69,82,55
34,76,86,52
11,22,83,61
19,56,72,31
28,82,63,80
30,76,44,58
24,63,85,76
22,56,86,59
27,60,62,51
25,47,89,53
37,64,88,75
19,64,44,65
17,54,53,46
33,68,50,56
16,26,61,64
30,84,69,77
29,52,70,60
12,47,57,64
27,81,41,56
22,82,62,53
25,63,66,40
28,97,77,79
25,39,79,47
27,34,42,57
36,79,58,81
25,59,51,43
22,99,49,63
40,57,68,65
11,20,46,32
19,42,87,55
30,47,44,67
23,57,55,78
28,68,50,64
18,69,61,60
39,51,57,60
13,50,62,53
20,55,57,65
28,87,73,89
36,50,68,61
28,51,41,48
29,94,86,84
23,80,59,63
32,82,52,55
22,23,47,40
31,89,81,84
40,88,49,54
20,88,80,82
20,43,71,66
16,29,87,42
26,56,43,68
30,61,63,60
20,31,82,48
28,26,65,31
23,63,72,55
12,64,60,44
23,47,59,38
16,38,80,66
20,69,42,56
26,88,75,69
20,54,82,55
21,76,84,50
